date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2018-05-01 14:30:49,NaijaNetwork_N,,0,0,0,"12 killed in auto accident on Lagos /Ibadan Expressway http://www.naijanetworknews.com/2018/05/12-killed-in-auto-accident-on-lagos.html",,,,991324066190643202,https://twitter.com/NaijaNetwork_N/status/991324066190643202
2018-05-01 12:51:04,abbnewsonline,,0,0,0,"Panic As Lagos Government Simulates Accident On Third Mainland Bridge In Broad Daylight (Photos) - http://aderonkebamidele.com/panic-as-lagos-government-simulates-accident-on-third-mainland-bridge-in-broad-daylight-photos/",,,,991298960047333376,https://twitter.com/abbnewsonline/status/991298960047333376
2018-05-01 08:49:21,NewsFetchers,,0,0,0,"Panic As Lagos Government Simulates Accident On Third Mainland Bridge In Broad Daylight… https://goo.gl/fb/hpCdAw",,,,991238130610135040,https://twitter.com/NewsFetchers/status/991238130610135040
2018-05-01 08:19:08,ThePipusNetwork,,0,0,0,"Accident Near Foursquare Camp Claims 12 Lives On Lagos-Ibadan Expressway http://www.thepipusnetwork.com/news_detail.php?id=6371",,,,991230527549198337,https://twitter.com/ThePipusNetwork/status/991230527549198337
2018-05-01 07:57:24,Austynzogs,,0,0,0,"@Gidi_Traffic The Corps Marshal of the FRSC, Boboye Oyeyemi, has expressed worry over the high rate of accidents at road construction sites in the country.“The major problem is at diversions; we lost 22 people on the Lagos-Ibadan road just two days and 25 people recently",,@Gidi_Traffic,,991225056356429824,https://twitter.com/Austynzogs/status/991225056356429824
2018-05-01 07:35:41,Ibrahimiybm,,0,0,0,"Panic As Lagos Government Simulates Accident On Third Mainland Bridge In Broad Daylight… https://goo.gl/fb/WDZrFE",,,,991219592738590721,https://twitter.com/Ibrahimiybm/status/991219592738590721
2018-05-01 02:38:30,NewsGuide_NG,,0,0,0,"12 killed in Lagos /Ibadan Expressway accident http://dlvr.it/QRL9g5 via PM News",,,,991144805186002945,https://twitter.com/NewsGuide_NG/status/991144805186002945
